Hun,0+H+∅,0,cnt0,ex0,1,cnt1,ex1,2,cnt2,ex2,3,cnt3,ex3,4,cnt4,ex4,5,cnt5,ex5,6,cnt6,ex6,cnt∑,ex∑,Clen,Vlen,Soundlen,NSE
szürügy,syryɟ∅,*ʃʲ>s¹,6,"*śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj, ",*a>y³,1,"*śarɜ>szürügy, ",*r>r³,10,"*ćorɜ>csorog, *kurɜ>harántos, *mura>mar, *mȣrɜ>mar, *ńorɜ>nyirok, *parɜ>farag, *perɜ>bőr, *pura>fúr, *śarɜ>szürügy, *śerɜ>szër, ",*ɜ>y³,1,"*śarɜ>szürügy, ",*0>ɟ³,1,"*śarɜ>szürügy, ",-,0,0,-,0,0,19," *śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj,  *śarɜ>szürügy,  *ćorɜ>csorog, *kurɜ>harántos, *mura>mar, *mȣrɜ>mar, *ńorɜ>nyirok, *parɜ>farag, *perɜ>bőr, *pura>fúr, *śarɜ>szürügy, *śerɜ>szër,  *śarɜ>szürügy,  *śarɜ>szürügy,  0 0",3,2,5,3.8
szër,ser∅,*ʃʲ>s¹,6,"*śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj, ",*e>e³,5,"*mene>mën, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *śerɜ>szër, ",*r>r³,10,"*ćorɜ>csorog, *kurɜ>harántos, *mura>mar, *mȣrɜ>mar, *ńorɜ>nyirok, *parɜ>farag, *perɜ>bőr, *pura>fúr, *śarɜ>szürügy, *śerɜ>szër, ",*ɜ>∅²,18,"*ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy, ",-,0,0,-,0,0,-,0,0,39," *śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj,  *mene>mën, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *śerɜ>szër,  *ćorɜ>csorog, *kurɜ>harántos, *mura>mar, *mȣrɜ>mar, *ńorɜ>nyirok, *parɜ>farag, *perɜ>bőr, *pura>fúr, *śarɜ>szürügy, *śerɜ>szër,  *ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy,  0 0 0",2,2,4,9.75
szív,siv∅,*ʃʲ>s¹,6,"*śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj, ",*i>i³,2,"*kije>kígyó, *śiδä >szív, ",*ð>v³,1,"*śiδä >szív, ",*æ>∅²,8,"*ćiklä>süh, *elä>él, *emä>em, *ićä>ős, *mińä>mëny, *pälä>fél, *śiδä >szív, *śilmä>szëm, ",-,0,0,-,0,0,-,0,0,17," *śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj,  *kije>kígyó, *śiδä >szív,  *śiδä >szív,  *ćiklä>süh, *elä>él, *emä>em, *ićä>ős, *mińä>mëny, *pälä>fél, *śiδä >szív, *śilmä>szëm,  0 0 0",2,2,4,4.25
szëm,sem∅,*ʃʲ>s¹,6,"*śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj, ",*i>e³,5,"*mińä>mëny, *niδe>nyél, *nime>név, *piδe >fëlëtt, *śilmä>szëm, ",*lm>m³,1,"*śilmä>szëm, ",*æ>∅²,8,"*ćiklä>süh, *elä>él, *emä>em, *ićä>ős, *mińä>mëny, *pälä>fél, *śiδä >szív, *śilmä>szëm, ",-,0,0,-,0,0,-,0,0,20," *śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj,  *mińä>mëny, *niδe>nyél, *nime>név, *piδe >fëlëtt, *śilmä>szëm,  *śilmä>szëm,  *ćiklä>süh, *elä>él, *emä>em, *ićä>ős, *mińä>mëny, *pälä>fél, *śiδä >szív, *śilmä>szëm,  0 0 0",2,2,4,5.0
száj,saj∅,*ʃʲ>s¹,6,"*śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj, ",*u>a³,2,"*kuttɜ>hát, *śuwe>száj, ",*β>j³,2,"*puwɜ >fúj, *śuwe>száj, ",*e>∅²,21,"*aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz, ",-,0,0,-,0,0,-,0,0,31," *śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj,  *kuttɜ>hát, *śuwe>száj,  *puwɜ >fúj, *śuwe>száj,  *aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz,  0 0 0",2,2,4,7.75
irt,0irt∅,*ʃ>0¹,1,"*šurɜ>irt, ",*u>i¹,1,"*šurɜ>irt, ",*r>rt³,1,"*šurɜ>irt, ",*ɜ>∅²,18,"*ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy, ",-,0,0,-,0,0,-,0,0,21," *šurɜ>irt,  *šurɜ>irt,  *šurɜ>irt,  *ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy,  0 0 0",2,2,4,5.25
tapod,tɒpod∅,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*a>ɒ³,12,"*kaδ'a>hagy, *kala>hal, *kattɜ>hat, *kura>harmat, *lappɜ>lapos, *pajɜ>fagyal, *pala>fal, *parɜ>farag, *śalɜ >szalag, *tappa>tapod, *warɜ>varjú, *waśke>vas, ",*pp>p³,2,"*lappɜ>lapos, *tappa>tapod, ",*a>o³,3,"*kuma>homlok, *muna>mogyoró, *tappa>tapod, ",*0>d³,2,"*kulke>halad, *tappa>tapod, ",-,0,0,-,0,0,30," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *kaδ'a>hagy, *kala>hal, *kattɜ>hat, *kura>harmat, *lappɜ>lapos, *pajɜ>fagyal, *pala>fal, *parɜ>farag, *śalɜ >szalag, *tappa>tapod, *warɜ>varjú, *waśke>vas,  *lappɜ>lapos, *tappa>tapod,  *kuma>homlok, *muna>mogyoró, *tappa>tapod,  *kulke>halad, *tappa>tapod,  0 0",3,2,5,6.0
té,te,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*æ>e²,1,"*tä>té, ",-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,12," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *tä>té,  0 0 0 0 0",1,1,2,6.0
tüdő,tydø,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*æ>y³,1,"*täwe>tüdő, ",*β>d³,1,"*täwe>tüdő, ",*e>ø²,2,"*ime>emlő, *täwe>tüdő, ",-,0,0,-,0,0,-,0,0,15," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *täwe>tüdő,  *täwe>tüdő,  *ime>emlő, *täwe>tüdő,  0 0 0",2,2,4,3.75
tova,tovɒ,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*o>o³,5,"*ćorɜ>csorog, *joke>jó, *końćɜ>hosszú, *to>tova, *towɜ>tó, ",*0>v³,1,"*to>tova, ",*∅>ɒ²,1,"*to>tova, ",-,0,0,-,0,0,-,0,0,18," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *ćorɜ>csorog, *joke>jó, *końćɜ>hosszú, *to>tova, *towɜ>tó,  *to>tova,  *to>tova,  0 0 0",2,2,4,4.5
tat,tɒt∅,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*o>ɒ³,3,"*kola>hal, *ńole>nyal, *totke>tat, ",*tk>t³,2,"*totke>tat, *utka>út, ",*e>∅²,21,"*aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz, ",-,0,0,-,0,0,-,0,0,37," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *kola>hal, *ńole>nyal, *totke>tat,  *totke>tat, *utka>út,  *aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz,  0 0 0",2,2,4,9.25
tó,to0∅,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*o>o³,5,"*ćorɜ>csorog, *joke>jó, *końćɜ>hosszú, *to>tova, *towɜ>tó, ",*β>0³,2,"*puwɜ>fa, *towɜ>tó, ",*ɜ>∅³,5,"*kumɜ>hó, *ńikɜ>nyű, *puwɜ>fa, *pȣjɜ>fú, *towɜ>tó, ",-,0,0,-,0,0,-,0,0,23," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *ćorɜ>csorog, *joke>jó, *końćɜ>hosszú, *to>tova, *towɜ>tó,  *puwɜ>fa, *towɜ>tó,  *kumɜ>hó, *ńikɜ>nyű, *puwɜ>fa, *pȣjɜ>fú, *towɜ>tó,  0 0 0",2,2,4,5.75
tat,tɒt∅,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*u>ɒ³,7,"*kulke>halad, *kumpa>hab, *kura>harmat, *kurɜ>harántos, *mura>mar, *puwɜ>fa, *tuktɜ>tat, ",*kt>t³,2,"*pukta>fut, *tuktɜ>tat, ",*ɜ>∅²,18,"*ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy, ",-,0,0,-,0,0,-,0,0,38," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *kulke>halad, *kumpa>hab, *kura>harmat, *kurɜ>harántos, *mura>mar, *puwɜ>fa, *tuktɜ>tat,  *pukta>fut, *tuktɜ>tat,  *ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy,  0 0 0",2,2,4,9.5
toll,toll∅,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*u>o³,9,"*kuδɜ>holnap, *kulɜ>holló, *kuma>homlok, *kumɜ>hó, *kuŋe>hó, *muna>mogyoró, *muśke>mos, *puna>fon, *tulka>toll, ",*lk>ll³,1,"*tulka>toll, ",*a>∅²,18,"*ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út, ",-,0,0,-,0,0,-,0,0,39," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *kuδɜ>holnap, *kulɜ>holló, *kuma>homlok, *kumɜ>hó, *kuŋe>hó, *muna>mogyoró, *muśke>mos, *puna>fon, *tulka>toll,  *tulka>toll,  *ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út,  0 0 0",2,2,4,9.75
tud,tud∅,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*u>u³,7,"*kuńa>huny, *kuńće>húgy, *kuńćɜ>húgy, *pukta>fut, *pura>fúr, *puwɜ >fúj, *tumte>tud, ",*mt>d³,1,"*tumte>tud, ",*e>∅²,21,"*aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz, ",-,0,0,-,0,0,-,0,0,40," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *kuńa>huny, *kuńće>húgy, *kuńćɜ>húgy, *pukta>fut, *pura>fúr, *puwɜ >fúj, *tumte>tud,  *tumte>tud,  *aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz,  0 0 0",2,2,4,10.0
të,te,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*¨>e²,1,"*t¨>të, ",-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,12," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *t¨>të,  0 0 0 0 0",1,1,2,6.0
ti,ti,*t>t¹,11,"*tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti, ",*¨>i²,2,"*m¨>mi, *t¨>ti, ",-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,13," *tappa>tapod, *tä>té, *täwe>tüdő, *to>tova, *totke>tat, *towɜ>tó, *tuktɜ>tat, *tulka>toll, *tumte>tud, *t¨>të, *t¨>ti,  *m¨>mi, *t¨>ti,  0 0 0 0 0",1,1,2,6.5
úsz,0us∅,*0>0¹,12,"*ala>al, *aŋe>aj, *e>ez, *ećɜ>es, *elä>él, *emä>em, *ićä>ős, *ime>emlő, *ipɜ>íz, *o>az, *uje>úsz, *utka>út, ",*u>u¹,3,"*suδ'ɜ>ujj, *uje>úsz, *utka>út, ",*j>s³,1,"*uje>úsz, ",*e>∅²,21,"*aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz, ",-,0,0,-,0,0,-,0,0,37," *ala>al, *aŋe>aj, *e>ez, *ećɜ>es, *elä>él, *emä>em, *ićä>ős, *ime>emlő, *ipɜ>íz, *o>az, *uje>úsz, *utka>út,  *suδ'ɜ>ujj, *uje>úsz, *utka>út,  *uje>úsz,  *aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz,  0 0 0",2,2,4,9.25
út,0ut∅,*0>0¹,12,"*ala>al, *aŋe>aj, *e>ez, *ećɜ>es, *elä>él, *emä>em, *ićä>ős, *ime>emlő, *ipɜ>íz, *o>az, *uje>úsz, *utka>út, ",*u>u¹,3,"*suδ'ɜ>ujj, *uje>úsz, *utka>út, ",*tk>t³,2,"*totke>tat, *utka>út, ",*a>∅²,18,"*ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út, ",-,0,0,-,0,0,-,0,0,35," *ala>al, *aŋe>aj, *e>ez, *ećɜ>es, *elä>él, *emä>em, *ićä>ős, *ime>emlő, *ipɜ>íz, *o>az, *uje>úsz, *utka>út,  *suδ'ɜ>ujj, *uje>úsz, *utka>út,  *totke>tat, *utka>út,  *ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út,  0 0 0",2,2,4,8.75
völgy,vølɟ∅,*β>v¹,5,"*waδ'kɜ>völgy, *warɜ>varjú, *waśke>vas, *wäŋe>vő, *wete>víz, ",*a>ø³,2,"*kaća>hős, *waδ'kɜ>völgy, ",*ðʲk>lɟ³,1,"*waδ'kɜ>völgy, ",*ɜ>∅²,18,"*ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy, ",-,0,0,-,0,0,-,0,0,26," *waδ'kɜ>völgy, *warɜ>varjú, *waśke>vas, *wäŋe>vő, *wete>víz,  *kaća>hős, *waδ'kɜ>völgy,  *waδ'kɜ>völgy,  *ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy,  0 0 0",2,2,4,6.5
varjú,vɒrju,*β>v¹,5,"*waδ'kɜ>völgy, *warɜ>varjú, *waśke>vas, *wäŋe>vő, *wete>víz, ",*a>ɒ³,12,"*kaδ'a>hagy, *kala>hal, *kattɜ>hat, *kura>harmat, *lappɜ>lapos, *pajɜ>fagyal, *pala>fal, *parɜ>farag, *śalɜ >szalag, *tappa>tapod, *warɜ>varjú, *waśke>vas, ",*r>rj³,1,"*warɜ>varjú, ",*ɜ>u²,2,"*końćɜ>hosszú, *warɜ>varjú, ",-,0,0,-,0,0,-,0,0,20," *waδ'kɜ>völgy, *warɜ>varjú, *waśke>vas, *wäŋe>vő, *wete>víz,  *kaδ'a>hagy, *kala>hal, *kattɜ>hat, *kura>harmat, *lappɜ>lapos, *pajɜ>fagyal, *pala>fal, *parɜ>farag, *śalɜ >szalag, *tappa>tapod, *warɜ>varjú, *waśke>vas,  *warɜ>varjú,  *końćɜ>hosszú, *warɜ>varjú,  0 0 0",2,2,4,5.0
vas,vɒʃ∅,*β>v¹,5,"*waδ'kɜ>völgy, *warɜ>varjú, *waśke>vas, *wäŋe>vő, *wete>víz, ",*a>ɒ³,12,"*kaδ'a>hagy, *kala>hal, *kattɜ>hat, *kura>harmat, *lappɜ>lapos, *pajɜ>fagyal, *pala>fal, *parɜ>farag, *śalɜ >szalag, *tappa>tapod, *warɜ>varjú, *waśke>vas, ",*ʃʲk>ʃ³,2,"*muśke>mos, *waśke>vas, ",*e>∅²,21,"*aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz, ",-,0,0,-,0,0,-,0,0,40," *waδ'kɜ>völgy, *warɜ>varjú, *waśke>vas, *wäŋe>vő, *wete>víz,  *kaδ'a>hagy, *kala>hal, *kattɜ>hat, *kura>harmat, *lappɜ>lapos, *pajɜ>fagyal, *pala>fal, *parɜ>farag, *śalɜ >szalag, *tappa>tapod, *warɜ>varjú, *waśke>vas,  *muśke>mos, *waśke>vas,  *aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz,  0 0 0",2,2,4,10.0
vő,vø0∅,*β>v¹,5,"*waδ'kɜ>völgy, *warɜ>varjú, *waśke>vas, *wäŋe>vő, *wete>víz, ",*æ>ø³,1,"*wäŋe>vő, ",*ŋ>0³,3,"*kuŋe>hó, *niŋä>nő, *wäŋe>vő, ",*e>∅³,4,"*joke>jó, *kuŋe>hó, *peje>fő, *wäŋe>vő, ",-,0,0,-,0,0,-,0,0,13," *waδ'kɜ>völgy, *warɜ>varjú, *waśke>vas, *wäŋe>vő, *wete>víz,  *wäŋe>vő,  *kuŋe>hó, *niŋä>nő, *wäŋe>vő,  *joke>jó, *kuŋe>hó, *peje>fő, *wäŋe>vő,  0 0 0",2,2,4,3.25
víz,viz∅,*β>v¹,5,"*waδ'kɜ>völgy, *warɜ>varjú, *waśke>vas, *wäŋe>vő, *wete>víz, ",*e>i³,1,"*wete>víz, ",*t>z³,1,"*wete>víz, ",*e>∅²,21,"*aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz, ",-,0,0,-,0,0,-,0,0,28," *waδ'kɜ>völgy, *warɜ>varjú, *waśke>vas, *wäŋe>vő, *wete>víz,  *wete>víz,  *wete>víz,  *aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz,  0 0 0",2,2,4,7.0
