level_0,index,rootuew,type,type.1,struc,NSE,en,de,reflex,rootipa,dropit
855,52923,timä,V,,CVCV,5.75,push,schieben,tol,timæ,
856,52924,tɜlä,V,,CVCV,5.75,push,schieben,tol,tɜlæ,
857,52925,tɜδä,V,,CVCV,5.75,push,schieben,tol,tɜðæ,
858,52926,telä,V,,CVCV,5.75,push,schieben,tol,telæ,
859,52927,tulä,V,,CVCV,5.5,push,schieben,tol,tulæ,
860,52928,tɜmä,V,,CVCV,5.5,push,schieben,tol,tɜmæ,
861,52929,talä,V,,CVCV,5.5,push,schieben,tol,talæ,
862,52930,tumä,V,,CVCV,5.25,push,schieben,tol,tumæ,
863,52931,tuδä,V,,CVCV,5.25,push,schieben,tol,tuðæ,
864,52933,tilä,V,,CVCV,5.25,push,schieben,tol,tilæ,
865,52935,teδä,V,,CVCV,5.25,push,schieben,tol,teðæ,
866,52936,tamä,V,,CVCV,5.25,push,schieben,tol,tamæ,
867,52937,taδä,V,,CVCV,5.25,push,schieben,tol,taðæ,
868,52938,tire,V,,CVCV,9.0,break,brechen,tör,tire,
869,52940,tere,V,,CVCV,8.75,break,brechen,tör,tere,
870,52942,tare,V,,CVCV,8.75,break,brechen,tör,tare,
871,52944,täre,V,,CVCV,8.5,break,brechen,tör,tære,
872,52946,tirɜ,V,,CVCV,8.25,break,brechen,tör,tirɜ,
873,52947,tira,V,,CVCV,8.25,break,brechen,tör,tira,
874,52950,terɜ,V,,CVCV,8.0,break,brechen,tör,terɜ,
875,52951,tera,V,,CVCV,8.0,break,brechen,tör,tera,
876,52954,tarɜ,V,,CVCV,8.0,break,brechen,tör,tarɜ,
877,52955,tara,V,,CVCV,8.0,break,brechen,tör,tara,
878,52958,tärɜ,V,,CVCV,7.75,break,brechen,tör,tærɜ,
879,52959,tära,V,,CVCV,7.75,break,brechen,tör,tæra,
880,52962,tirä,V,,CVCV,5.75,break,brechen,tör,tiræ,
881,52964,terä,V,,CVCV,5.5,break,brechen,tör,teræ,
882,52966,tarä,V,,CVCV,5.5,break,brechen,tör,taræ,
883,52968,tärä,V,,CVCV,5.25,break,brechen,tör,tæræ,
884,53042,tiwe,N,,CVCV,4.0,lungs,Lunge,tüdő,tiwe,
885,53045,täwe,N,,CVCV,4.0,lungs,Lunge,tüdő,tæwe,
886,53048,t¨we,N,,CVCV,4.0,lungs,Lunge,tüdő,t¨we,
887,53051,tɜwe,N,,CVCV,3.75,lungs,Lunge,tüdő,tɜwe,
888,53054,tawe,N,,CVCV,3.75,lungs,Lunge,tüdő,tawe,
889,53057,tuse,N,,CVCV,10.0,hostage,Geisel,túsz,tuse,
890,53058,tuje,N,,CVCV,10.0,hostage,Geisel,túsz,tuje,
891,53059,tusɜ,N,,CVCV,9.25,hostage,Geisel,túsz,tusɜ,
892,53060,tusa,N,,CVCV,9.25,hostage,Geisel,túsz,tusa,
893,53061,tujɜ,N,,CVCV,9.25,hostage,Geisel,túsz,tujɜ,
894,53062,tuja,N,,CVCV,9.25,hostage,Geisel,túsz,tuja,
895,53063,tȣse,N,,CVCV,8.5,hostage,Geisel,túsz,tȣse,
896,53064,tȣje,N,,CVCV,8.5,hostage,Geisel,túsz,tȣje,
897,53065,tose,N,,CVCV,8.5,hostage,Geisel,túsz,tose,
898,53066,toje,N,,CVCV,8.5,hostage,Geisel,túsz,toje,
899,53067,tȣsɜ,N,,CVCV,7.75,hostage,Geisel,túsz,tȣsɜ,
900,53068,tȣsa,N,,CVCV,7.75,hostage,Geisel,túsz,tȣsa,
901,53069,tȣjɜ,N,,CVCV,7.75,hostage,Geisel,túsz,tȣjɜ,
902,53070,tȣja,N,,CVCV,7.75,hostage,Geisel,túsz,tȣja,
903,53071,tosɜ,N,,CVCV,7.75,hostage,Geisel,túsz,tosɜ,
904,53072,tosa,N,,CVCV,7.75,hostage,Geisel,túsz,tosa,
905,53073,tojɜ,N,,CVCV,7.75,hostage,Geisel,túsz,tojɜ,
906,53074,toja,N,,CVCV,7.75,hostage,Geisel,túsz,toja,
907,53075,tusä,N,,CVCV,6.75,hostage,Geisel,túsz,tusæ,
908,53076,tujä,N,,CVCV,6.75,hostage,Geisel,túsz,tujæ,
909,53077,tȣsä,N,,CVCV,5.25,hostage,Geisel,túsz,tȣsæ,
910,53078,tȣjä,N,,CVCV,5.25,hostage,Geisel,túsz,tȣjæ,
911,53079,tosä,N,,CVCV,5.25,hostage,Geisel,túsz,tosæ,
912,53080,tojä,N,,CVCV,5.25,hostage,Geisel,túsz,tojæ,
913,53945,june,V,,CVCV,10.0,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,june,
914,53947,junɜ,V,,CVCV,9.25,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,junɜ,
915,53948,juna,V,,CVCV,9.25,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,juna,
916,53949,jone,V,,CVCV,9.25,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,jone,
917,53953,jonɜ,V,,CVCV,8.5,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,jonɜ,
918,53954,jona,V,,CVCV,8.5,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,jona,
919,53957,sune,V,,CVCV,7.5,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,sune,
920,53958,mune,V,,CVCV,7.0,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,mune,
922,53960,sunɜ,V,,CVCV,6.75,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,sunɜ,
923,53961,suna,V,,CVCV,6.75,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,suna,
924,53962,sone,V,,CVCV,6.75,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,sone,
925,53963,junä,V,,CVCV,6.75,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,junæ,
926,53964,munɜ,V,,CVCV,6.25,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,munɜ,
927,53965,muna,V,,CVCV,6.25,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,muna,
928,53966,mone,V,,CVCV,6.25,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,mone,
932,53971,sonɜ,V,,CVCV,6.0,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,sonɜ,
933,53972,sona,V,,CVCV,6.0,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,sona,
934,53973,jonä,V,,CVCV,6.0,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,jonæ,
935,53974,monɜ,V,,CVCV,5.5,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,monɜ,
936,53975,mona,V,,CVCV,5.5,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,mona,
939,53979,sunä,V,,CVCV,4.25,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,sunæ,
940,53980,munä,V,,CVCV,3.75,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,munæ,
942,53982,sonä,V,,CVCV,3.5,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,sonæ,
943,53983,monä,V,,CVCV,3.0,"be tired of, be fed up","überdrüssig sein, etwas satt haben",un,monæ,
945,54561,wape,N,,CVCV,7.75,scarecrow,"Vogelscheuche, Popanz",váz,wape,
946,54562,wɜpe,N,,CVCV,7.5,scarecrow,"Vogelscheuche, Popanz",váz,wɜpe,
947,54563,wate,N,,CVCV,7.5,scarecrow,"Vogelscheuche, Popanz",váz,wate,
948,54564,wɜte,N,,CVCV,7.25,scarecrow,"Vogelscheuche, Popanz",váz,wɜte,
949,54565,wute,N,,CVCV,7.0,scarecrow,"Vogelscheuche, Popanz",váz,wute,
950,54566,wupe,N,,CVCV,7.0,scarecrow,"Vogelscheuche, Popanz",váz,wupe,
951,54567,wapɜ,N,,CVCV,7.0,scarecrow,"Vogelscheuche, Popanz",váz,wapɜ,
952,54568,wapa,N,,CVCV,7.0,scarecrow,"Vogelscheuche, Popanz",váz,wapa,
953,54569,wɜpɜ,N,,CVCV,6.75,scarecrow,"Vogelscheuche, Popanz",váz,wɜpɜ,
954,54570,wɜpa,N,,CVCV,6.75,scarecrow,"Vogelscheuche, Popanz",váz,wɜpa,
955,54571,watɜ,N,,CVCV,6.75,scarecrow,"Vogelscheuche, Popanz",váz,watɜ,
956,54572,wata,N,,CVCV,6.75,scarecrow,"Vogelscheuche, Popanz",váz,wata,
957,54573,wɜtɜ,N,,CVCV,6.5,scarecrow,"Vogelscheuche, Popanz",váz,wɜtɜ,
958,54574,wɜta,N,,CVCV,6.5,scarecrow,"Vogelscheuche, Popanz",váz,wɜta,
959,54575,wutɜ,N,,CVCV,6.25,scarecrow,"Vogelscheuche, Popanz",váz,wutɜ,
960,54576,wuta,N,,CVCV,6.25,scarecrow,"Vogelscheuche, Popanz",váz,wuta,
961,54577,wupɜ,N,,CVCV,6.25,scarecrow,"Vogelscheuche, Popanz",váz,wupɜ,
962,54578,wupa,N,,CVCV,6.25,scarecrow,"Vogelscheuche, Popanz",váz,wupa,
963,54579,wapä,N,,CVCV,4.5,scarecrow,"Vogelscheuche, Popanz",váz,wapæ,
964,54580,wɜpä,N,,CVCV,4.25,scarecrow,"Vogelscheuche, Popanz",váz,wɜpæ,
965,54581,watä,N,,CVCV,4.25,scarecrow,"Vogelscheuche, Popanz",váz,watæ,
966,54582,wɜtä,N,,CVCV,4.0,scarecrow,"Vogelscheuche, Popanz",váz,wɜtæ,
967,54583,wutä,N,,CVCV,3.75,scarecrow,"Vogelscheuche, Popanz",váz,wutæ,
968,54584,wupä,N,,CVCV,3.75,scarecrow,"Vogelscheuche, Popanz",váz,wupæ,
969,54585,were,V,,CVCV,7.25,"beat, beat up","prügeln, schlagen",ver,were,
970,54587,w¨re,V,,CVCV,7.25,"beat, beat up","prügeln, schlagen",ver,w¨re,
971,54589,wore,V,,CVCV,7.0,"beat, beat up","prügeln, schlagen",ver,wore,
972,54591,wäre,V,,CVCV,7.0,"beat, beat up","prügeln, schlagen",ver,wære,
973,54593,werɜ,V,,CVCV,6.5,"beat, beat up","prügeln, schlagen",ver,werɜ,
974,54594,wera,V,,CVCV,6.5,"beat, beat up","prügeln, schlagen",ver,wera,
975,54597,w¨rɜ,V,,CVCV,6.5,"beat, beat up","prügeln, schlagen",ver,w¨rɜ,
976,54598,w¨ra,V,,CVCV,6.5,"beat, beat up","prügeln, schlagen",ver,w¨ra,
977,54601,worɜ,V,,CVCV,6.25,"beat, beat up","prügeln, schlagen",ver,worɜ,
978,54602,wora,V,,CVCV,6.25,"beat, beat up","prügeln, schlagen",ver,wora,
979,54605,wärɜ,V,,CVCV,6.25,"beat, beat up","prügeln, schlagen",ver,wærɜ,
980,54606,wära,V,,CVCV,6.25,"beat, beat up","prügeln, schlagen",ver,wæra,
981,54609,werä,V,,CVCV,4.0,"beat, beat up","prügeln, schlagen",ver,weræ,
982,54611,w¨rä,V,,CVCV,4.0,"beat, beat up","prügeln, schlagen",ver,w¨ræ,
983,54613,worä,V,,CVCV,3.75,"beat, beat up","prügeln, schlagen",ver,woræ,
984,54615,wärä,V,,CVCV,3.75,"beat, beat up","prügeln, schlagen",ver,wæræ,
985,54617,wise,N,,CVCV,8.0,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wise,
986,54618,wije,N,,CVCV,8.0,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wije,
987,54619,wese,N,,CVCV,8.0,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wese,
988,54620,weje,N,,CVCV,8.0,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,weje,
989,54621,wisɜ,N,,CVCV,7.25,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wisɜ,
990,54622,wisa,N,,CVCV,7.25,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wisa,
991,54623,wijɜ,N,,CVCV,7.25,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wijɜ,
992,54624,wija,N,,CVCV,7.25,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wija,
993,54625,wesɜ,N,,CVCV,7.25,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wesɜ,
994,54626,wesa,N,,CVCV,7.25,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wesa,
995,54627,wejɜ,N,,CVCV,7.25,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wejɜ,
996,54628,weja,N,,CVCV,7.25,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,weja,
997,54629,wäse,N,,CVCV,7.25,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wæse,
998,54630,wäje,N,,CVCV,7.25,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wæje,
999,54631,wäsɜ,N,,CVCV,6.5,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wæsɜ,
1000,54632,wäsa,N,,CVCV,6.5,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wæsa,
1001,54633,wäjɜ,N,,CVCV,6.5,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wæjɜ,
1002,54634,wäja,N,,CVCV,6.5,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wæja,
1003,54635,wisä,N,,CVCV,4.75,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wisæ,
1004,54636,wijä,N,,CVCV,4.75,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wijæ,
1005,54637,wesä,N,,CVCV,4.75,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wesæ,
1006,54638,wejä,N,,CVCV,4.75,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wejæ,
1007,54639,wäsä,N,,CVCV,4.0,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wæsæ,
1008,54640,wäjä,N,,CVCV,4.0,"decay, disease, need, danger","Verfall, Seuche, Not, Gefahr",vész,wæjæ,
1009,54677,wine,V,,CVCV,8.25,"pull, remove","ziehen, entfernen, abwendig machen",von,wine,
1010,54678,wune,V,,CVCV,7.75,"pull, remove","ziehen, entfernen, abwendig machen",von,wune,
1011,54679,wene,V,,CVCV,7.75,"pull, remove","ziehen, entfernen, abwendig machen",von,wene,
1012,54680,winɜ,V,,CVCV,7.5,"pull, remove","ziehen, entfernen, abwendig machen",von,winɜ,
1013,54681,wina,V,,CVCV,7.5,"pull, remove","ziehen, entfernen, abwendig machen",von,wina,
1014,54682,wɜne,V,,CVCV,7.5,"pull, remove","ziehen, entfernen, abwendig machen",von,wɜne,
1015,54683,wunɜ,V,,CVCV,7.0,"pull, remove","ziehen, entfernen, abwendig machen",von,wunɜ,
1016,54684,wuna,V,,CVCV,7.0,"pull, remove","ziehen, entfernen, abwendig machen",von,wuna,
1017,54685,wone,V,,CVCV,7.0,"pull, remove","ziehen, entfernen, abwendig machen",von,wone,
1018,54686,wenɜ,V,,CVCV,7.0,"pull, remove","ziehen, entfernen, abwendig machen",von,wenɜ,
1019,54687,wena,V,,CVCV,7.0,"pull, remove","ziehen, entfernen, abwendig machen",von,wena,
1020,54688,wane,V,,CVCV,7.0,"pull, remove","ziehen, entfernen, abwendig machen",von,wane,
1021,54689,wɜnɜ,V,,CVCV,6.75,"pull, remove","ziehen, entfernen, abwendig machen",von,wɜnɜ,
1022,54690,wɜna,V,,CVCV,6.75,"pull, remove","ziehen, entfernen, abwendig machen",von,wɜna,
1023,54691,wonɜ,V,,CVCV,6.25,"pull, remove","ziehen, entfernen, abwendig machen",von,wonɜ,
1024,54692,wona,V,,CVCV,6.25,"pull, remove","ziehen, entfernen, abwendig machen",von,wona,
1025,54693,wanɜ,V,,CVCV,6.25,"pull, remove","ziehen, entfernen, abwendig machen",von,wanɜ,
1026,54694,wana,V,,CVCV,6.25,"pull, remove","ziehen, entfernen, abwendig machen",von,wana,
1027,54695,winä,V,,CVCV,5.0,"pull, remove","ziehen, entfernen, abwendig machen",von,winæ,
1028,54696,wunä,V,,CVCV,4.5,"pull, remove","ziehen, entfernen, abwendig machen",von,wunæ,
1029,54697,wenä,V,,CVCV,4.5,"pull, remove","ziehen, entfernen, abwendig machen",von,wenæ,
1030,54698,wɜnä,V,,CVCV,4.25,"pull, remove","ziehen, entfernen, abwendig machen",von,wɜnæ,
1031,54699,wonä,V,,CVCV,3.75,"pull, remove","ziehen, entfernen, abwendig machen",von,wonæ,
1032,54700,wanä,V,,CVCV,3.75,"pull, remove","ziehen, entfernen, abwendig machen",von,wanæ,
